,ProductName,CurrentPrice,MRP,Stars,Ratings,Reviews,Processor,RAM,Storage,ImageURL
751,LG Gram Core i5 11th Gen,86990,130000,,0,0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kuipea80/computer/d/r/i/lg-gram-16z90p-g-aj54a2-thin-and-light-laptop-lg-original-imag7mbpayft9ect.jpeg?q=70
752,ASUS Zenbook 14 Flip Ryzen 7 Octa Core 5800H,112990,140990,,0,0,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l12h1u80/computer/q/v/b/-original-imagcpjgkhmevytp.jpeg?q=70
753,ASUS ROG Strix G15(2021) Ryzen 7 Octa Core 5800H,101990,129990,4.8,16 ,4 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/ko382a80/computer/b/v/u/na-gaming-laptop-asus-original-imag2mrvrxgsaahh.jpeg?q=70
754,ALIENWARE Core i7 10th Gen,269290,293080,4,5 ,2 ,NVIDIA GeForce RTX 2070,"15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits","Tobii-eye tracking to track head pose, presence, fine gaze and eye position",https://rukminim1.flixcart.com/image/312/312/kcauaa80/computer/8/k/e/alienware-original-imaftgn37g4vzqmy.jpeg?q=70
755,ASUS Core i7 11th Gen,104990,134990,,0,0,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktop5e80/computer/j/j/w/na-2-in-1-laptop-asus-original-imag6yuwbqz8jchg.jpeg?q=70
756,ASUS Ryzen 7 Octa Core 6800H,145990,176990,,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l08gsy80/computer/7/z/q/g513rc-hn083w-gaming-laptop-asus-original-imagc2h7dneffgyj.jpeg?q=70
757,Lenovo IdeaPad Gaming 3 Core i5 11th Gen,65990,93690,3.8,17 ,7 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
758,HP Pavilion Core i3 11th Gen,58190,69267,,0,0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2tcfbk0/computer/i/y/t/14-dy1050tu-thin-and-light-laptop-hp-original-image2tcbjscezyj.jpeg?q=70
759,Lenovo ThinkPad E15 Core i5 11th Gen,64990,77487,4.4,133 ,12 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kngd0nk0/computer/k/q/5/na-laptop-lenovo-original-imag24kvhrgqvjut.jpeg?q=70
760,HP 15 Core i7 8th Gen,116941,116941,,0,0,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD|128 GB SSD,https://rukminim1.flixcart.com/image/312/312/jnt7low0/computer/g/n/4/hp-na-laptop-original-imafaf2553q8xyza.jpeg?q=70
761,HP Envy Core i9 11th Gen,208190,245429,,0,0,Intel Core i9 Processor (11th Gen),32 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/l12h1u80/computer/y/7/2/15-ep1085tx-thin-and-light-laptop-hp-original-imagcpryydzd3kfr.jpeg?q=70
762,HP 15s Core i5 11th Gen,60390,66688,4.4,833 ,80 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kdoup3k0/computer/e/v/p/hp-original-imafujjhdwjjh9j8.jpeg?q=70
763,MSI Sword 15 Core i7 11th Gen,86990,107990,,0,0,Intel Core i7 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l0igvww0/computer/w/v/g/sword-15-a11uc-891-gaming-laptop-msi-original-imagcaafsje2qeth.jpeg?q=70
764,ASUS Vivobook 15 Core i5 12th Gen,58990,72990,,0,0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l3929ow0/computer/e/g/g/vivobook-15-x1502za-laptop-asus-original-imageey8vxzyx5ct.jpeg?q=70
765,ASUS ROG Flow X13 Ryzen 7 Octa Core 5800HS,99990,162990,4.4,85 ,17 ,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR4X RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/koixwnk0/computer/b/i/z/na-gaming-laptop-asus-original-imag2ygghykjhv95.jpeg?q=70
766,ASUS Strix G15 Ryzen 7 Octa Core AMD Ryzen™ 7 4800H 4th Gen,80500,93990,4.7,11 ,3 ,AMD Ryzen 7 Octa Core Processor (4th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kt1u3rk0/computer/e/c/c/g513ih-hn084ts-gaming-laptop-asus-original-imag6hpzjvcfgqhx.jpeg?q=70
767,lenovo Yoga 9 Core i7 11th Gen Intel EVO,168999,237890,,0,0,Intel Evo platform feat 11th Gen Intel Core i7 processor,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/klfhk7k0/computer/d/k/s/na-2-in-1-laptop-lenovo-original-imagyk4hrfg326hv.jpeg?q=70
768,ASUS ROG Strix G15(2021) Ryzen 7 Octa Core 5800H,101990,129990,4.8,16 ,4 ,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/ko382a80/computer/b/v/u/na-gaming-laptop-asus-original-imag2mrvrxgsaahh.jpeg?q=70
769,ASUS Zenbook 14 Flip Ryzen 9 Octa Core 5900HX,134990,170990,,0,0,AMD Ryzen 9 Octa Core Processor,16 GB LPDDR4X RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/l12h1u80/computer/q/v/b/-original-imagcpjgkhmevytp.jpeg?q=70
770,ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen,99990,122990,,0,0,Intel Core i5 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kzfvzww0/computer/g/e/l/ux482egr-ka521ws-thin-and-light-laptop-asus-original-imagbger7xgz7bcw.jpeg?q=70
771,HP Spectre x360 14 Series Intel EVO Core i5 11th Gen,111999,146194,,0,0,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l2ghgnk0/computer/4/a/h/-original-imagdsjrtys36xfr.jpeg?q=70
772,ASUS Core i7 11th Gen,104990,134990,,0,0,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ktop5e80/computer/j/j/w/na-2-in-1-laptop-asus-original-imag6yuwbqz8jchg.jpeg?q=70
773,HP Pavilion Core i7 11th Gen,88190,100687,,0,0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l2tcfbk0/computer/i/y/t/14-dy1050tu-thin-and-light-laptop-hp-original-image2tcbjscezyj.jpeg?q=70
774,ASUS Vivobook Pro Ryzen 9 Octa Core 5900HX,101990,149990,,0,0,AMD Ryzen 9 Octa Core Processor,8 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kw104nk0/computer/2/w/s/m7400qc-km053ts-gaming-laptop-asus-original-imag8sk4cz3e6t6m.jpeg?q=70
775,DELL G3 Core i5 10th Gen,74990,82800,4.3,406 ,44 ,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kex5ci80/computer/x/k/z/dell-na-gaming-laptop-original-imafvhkmqypvxynq.jpeg?q=70
776,HP Pavilion Core i5 12th Gen,86980,86980,,0,0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l2hwwi80/computer/9/5/2/eg2036tu-thin-and-light-laptop-hp-original-imagduyqdgd5gtas.jpeg?q=70
777,ASUS ROG Zephyrus S15 Core i7 10th Gen,234990,324990,,0,0,Intel Core i7 Processor (10th Gen),32 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kfmv9u80/computer/r/g/w/asus-na-gaming-laptop-original-imafwfxbhqtgy8f5.jpeg?q=70
778,DELL Inspiron Core i5 11th Gen,69990,90783,3.8,12 ,3 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ko8xtow0/computer/j/q/r/na-thin-and-light-laptop-dell-original-imag2qm3x6zhexrf.jpeg?q=70
779,HP Pavilion Core i5 12th Gen,74414,74414,,0,0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kzogn0w0/computer/o/3/6/15-eg1000tx-thin-and-light-laptop-hp-original-imagbn4b6ht9xznp.jpeg?q=70
780,ASUS VivoBook Ultra K14 (2021) Ryzen 5 Hexa Core 5500U,58990,73990,4.4,334 ,36 ,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/krayqa80/computer/l/o/d/na-thin-and-light-laptop-asus-original-imag54k7pc2tdath.jpeg?q=70
781,DELL Inspiron Core i5 11th Gen,78990,84900,3.6,16 ,1 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70
782,DELL Inspiron Core i5 11th Gen,56326,75946,4.2,92 ,6 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim2.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
783,HP HP Envy Intel EVO Core i5 11th Gen,99190,138366,,0,0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/ksdjma80/computer/r/7/r/14-eb0021tx-thin-and-light-laptop-hp-original-imag5yhncuezamfh.jpeg?q=70
784,HP Pavilion Ryzen 5 Hexa Core 5625U,64990,75024,,0,0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l111lzk0/computer/x/n/s/15-eh2024au-thin-and-light-laptop-hp-original-imagcztggrjh7zb2.jpeg?q=70
785,HP Core i5 11th Gen,59549,70171,4.2,417 ,51 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l2jcccw0/computer/s/k/0/-original-imagdus5mrsgjepa.jpeg?q=70
786,ASUS Zephyrus M16 (2021) Core i7 11th Gen,139990,194990,,0,0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/krme93k0/computer/q/e/w/rog-zephyrus-m16-gaming-laptop-asus-original-imag5d55dkwmzuvz.jpeg?q=70
787,ASUS Ryzen 9 Octa Core 11th Gen,131990,210990,,0,0,AMD Ryzen 9 Octa Core Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/ky0g58w0/computer/y/t/6/ga401qm-k2330ts-gaming-laptop-asus-original-imagac4xykdpbg8d.jpeg?q=70
788,ASUS ROG Zephyrus 14 Ryzen 7 Octa Core AMD Ryzen™ 7 5800H 5th Gen,86990,136990,,0,0,AMD Ryzen 7 Octa Core Processor (5th Gen),8 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kvba7bk0/computer/8/m/6/ga401qh-hz077ts-gaming-laptop-asus-original-imag89fgydfemfqc.jpeg?q=70
789,HP OMEN Ryzen 9 Octa Core 5900H,163739,163739,,0,0,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/ktx9si80/computer/r/g/i/16-c0141ax-gaming-laptop-hp-original-imag7664zybzp5e6.jpeg?q=70
790,ASUS Zephyrus M16 (2021) Core i7 11th Gen,145990,220990,4.4,8 ,1 ,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/krme93k0/computer/q/e/w/rog-zephyrus-m16-gaming-laptop-asus-original-imag5d55dkwmzuvz.jpeg?q=70
791,acer Spin 7 Core i7 7th Gen,119990,124900,4,1 ,1 ,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",Intel Core i7 Processor (7th Gen),64 bit Windows 10 Operating System,https://rukminim2.flixcart.com/image/312/312/computer/x/4/g/acer-aspire-notebook-original-imaeqcx3tpzq5cna.jpeg?q=70
792,DELL Ryzen 5 Hexa Core 5600H,97626,101681,,0,0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kwl0akw0/computer/o/4/q/g15-5515-gaming-laptop-dell-original-imag98e62brs8uzy.jpeg?q=70
793,MSI GF65 Thin Core i7 9th Gen,94990,114990,4.5,1112 ,202 ,Intel Core i7 Processor (9th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/k6zda4w0/computer/3/z/g/msi-original-imafpbpgxuwh47qw.jpeg?q=70
794,ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS,156990,214990,,0,0,AMD Ryzen 9 Octa Core Processor,32 GB LPDDR4X RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kll7bm80/computer/f/r/o/asus-original-imagyz8ytaxgehbz.jpeg?q=70
795,acer Aspire 5 Core i5 8th Gen,61990,62549,4.1,73 ,21 ,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/k7w8eq80/computer/e/h/q/acer-na-thin-and-light-laptop-original-imafqyy6dg98t3ym.jpeg?q=70
796,ASUS ExpertBook P2 Core i7 10th Gen,93990,93990,,0,0,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/kf8kvbk0/computer/3/k/m/asus-original-imafvq36ufg5v9mx.jpeg?q=70
797,ASUS Zephyrus M16 (2021) Core i7 11th Gen,139990,194990,,0,0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/krme93k0/computer/q/e/w/rog-zephyrus-m16-gaming-laptop-asus-original-imag5d55dkwmzuvz.jpeg?q=70
798,ASUS ROG Strix G15 Core i5 10th Gen,74090,101990,4.6,1376 ,138 ,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kcp4osw0/computer/t/f/z/asus-na-original-imaftrgwna6snfn8.jpeg?q=70
799,ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS,119990,181990,4.7,15 ,1 ,AMD Ryzen 9 Octa Core Processor,16 GB LPDDR4X RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/koixwnk0/computer/b/i/z/na-gaming-laptop-asus-original-imag2ygghykjhv95.jpeg?q=70
800,ASUS Zephyrus M16 (2021) Core i7 11th Gen,145990,220990,4.4,8 ,1 ,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/krme93k0/computer/q/e/w/rog-zephyrus-m16-gaming-laptop-asus-original-imag5d55dkwmzuvz.jpeg?q=70
801,MSI GP65 Leopard Core i7 10th Gen,132490,145990,4.5,729 ,107 ,"15.6 inches Full HD IPS Thin Bezel Display (144Hz, 45% NTSC Color Gamut)",Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,https://rukminim2.flixcart.com/image/312/312/kmxsakw0/computer/f/g/t/na-laptop-msi-original-imagfq9cthg4wxwh.jpeg?q=70
802,HP HP Envy Intel EVO Core i5 11th Gen,99190,138366,,0,0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/ksdjma80/computer/r/7/r/14-eb0021tx-thin-and-light-laptop-hp-original-imag5yhncuezamfh.jpeg?q=70
803,HP Spectre x360 Core i5 10th Gen,126000,152042,5,2 ,1 ,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/k8ro3gw0/computer/z/p/q/hp-na-original-imafqpnf5tthbuvh.jpeg?q=70
804,DELL Inspiron Core i5 11th Gen,78990,84900,3.6,16 ,1 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70
805,DELL G3 Core i5 10th Gen,74990,82800,4.3,406 ,44 ,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kex5ci80/computer/x/k/z/dell-na-gaming-laptop-original-imafvhkmqypvxynq.jpeg?q=70
806,Lenovo Core i7 11th Gen,86649,96995,,0,0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kxhvf680/computer/r/z/i/ideapad-flex-5-laptop-lenovo-original-imag9xks3zfkgmja.jpeg?q=70
807,Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 4800H,82000,89490,4.4,141 ,21 ,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70
808,Lenovo Yoga 6 Ryzen 5 Hexa Core 5500U,79099,123090,,0,0,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kyj0vbk0/computer/2/y/k/yoga-6-13alc6-thin-and-light-laptop-lenovo-original-imagaqmggckwujhs.jpeg?q=70
809,ASUS ZenBook 13 Core i5 8th Gen,72990,90990,4.2,45 ,4 ,Intel Core i5 Processor (8th Gen),8 GB LPDDR3 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/jraycnk0/computer/w/z/y/asus-na-thin-and-light-laptop-original-imafd3g96rxzxgkn.jpeg?q=70
810,ASUS Core i5 11th Gen,62990,78990,,0,0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim2.flixcart.com/image/312/312/krtjgcw0/computer/4/k/a/bq512ts-laptop-asus-original-imag5gphgrpaepww.jpeg?q=70
811,DELL Core i3 11th Gen,69990,72246,4.3,101 ,13 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/ku5ufm80/computer/e/h/o/inspiron-14-5410-2-in-1-laptop-dell-original-imag7csstdvhuguw.jpeg?q=70
812,MSI Stealth 15M Core i7 11th Gen,139990,162990,4.2,25 ,4 ,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/ko7idu80/computer/i/h/u/stealth-15m-a11uek-227in-notebook-msi-original-imag2q57shrhyszs.jpeg?q=70
813,ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen,95093,116990,,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l2urv680/computer/f/v/8/-original-image333auvbgkhr.jpeg?q=70
814,Lenovo ThinkPad E15 Core i5 11th Gen,65990,75879,4.1,36 ,2 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kpu3frk0/computer/8/n/h/thinkpad-e15-thin-and-light-laptop-lenovo-original-imag3yszdekdzvy2.jpeg?q=70
815,ASUS ROG Zephyrus S15 Core i7 10th Gen,234990,324990,,0,0,Intel Core i7 Processor (10th Gen),32 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kfmv9u80/computer/r/g/w/asus-na-gaming-laptop-original-imafwfxbhqtgy8f5.jpeg?q=70
816,ASUS ROG Zephyrus 14 Ryzen 7 Octa Core AMD Ryzen™ 7 5800H 5th Gen,86990,136990,,0,0,AMD Ryzen 7 Octa Core Processor (5th Gen),8 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kvba7bk0/computer/8/m/6/ga401qh-hz077ts-gaming-laptop-asus-original-imag89fgydfemfqc.jpeg?q=70
817,ASUS Core i7 11th Gen,93500,115000,,0,0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l0tweq80/computer/t/9/f/tuf-gaming-f17-gaming-laptop-asus-original-imagcj8mnwg26au2.jpeg?q=70
818,HP Pavilion Core i5 12th Gen,86980,86980,,0,0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l2hwwi80/computer/9/5/2/eg2036tu-thin-and-light-laptop-hp-original-imagduyqdgd5gtas.jpeg?q=70
819,ASUS ZenBook Core i5 11th Gen,79990,104990,,0,0,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ktop5e80/computer/n/h/e/na-thin-and-light-laptop-asus-original-imag6ywskjzsd2av.jpeg?q=70
820,HP Pavilion Ryzen 5 Hexa Core 5625U,64990,75024,,0,0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l111lzk0/computer/x/n/s/15-eh2024au-thin-and-light-laptop-hp-original-imagcztggrjh7zb2.jpeg?q=70
821,ASUS ROG Zephyrus G15 (2020) Ryzen 9 Octa Core 4900HS,129990,159990,4.4,193 ,39 ,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kfmv9u80/computer/s/v/9/asus-na-gaming-laptop-original-imafwfxafdy5yzyu.jpeg?q=70
822,ASUS EeeBook 12 Celeron Dual Core,21990,27990,,0,0,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim2.flixcart.com/image/312/312/kz4gh3k0/computer/y/s/7/e210ma-gj012w-thin-and-light-laptop-asus-original-imagb7g4whxxzgft.jpeg?q=70
823,DELL Inspiron Core i5 11th Gen,82990,103225,4.6,25 ,2 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70
824,ASUS ZenBook 13 (2021) OLED Core i7 11th Gen,102990,128990,4.6,32 ,5 ,Intel Core i7 Processor (11th Gen),16 GB LPDDR4X RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/ktop5e80/computer/n/h/e/na-thin-and-light-laptop-asus-original-imag6ywskjzsd2av.jpeg?q=70
825,acer Aspire 7 Core i5 9th Gen,56590,84999,4.4,2902 ,360 ,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kcc9q4w0/computer/h/t/g/acer-na-gaming-laptop-original-imafthr8aa4rsjpn.jpeg?q=70
826,HP Pavilion Core i7 11th Gen,88190,100687,,0,0,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l2tcfbk0/computer/i/y/t/14-dy1050tu-thin-and-light-laptop-hp-original-image2tcbjscezyj.jpeg?q=70
827,ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS,128000,175990,4.1,8 ,2 ,AMD Ryzen 9 Octa Core Processor,16 GB LPDDR4X RAM,1 TB SSD,https://rukminim2.flixcart.com/image/312/312/kll7bm80/computer/f/r/o/asus-original-imagyz8ytaxgehbz.jpeg?q=70
828,acer Nitro 5 Core i7 12th Gen,109990,129990,,0,0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB HDD|512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l1mh7rk0/computer/u/r/m/an515-58-gaming-laptop-acer-original-imagd5zzqqpngwmz.jpeg?q=70
829,DELL Inspiron Core i5 11th Gen,56326,75946,4.2,92 ,6 ,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim2.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
830,DELL Inspiron Core i5 11th Gen,74690,96254,3.8,5 ,1 ,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ko8xtow0/computer/j/q/r/na-thin-and-light-laptop-dell-original-imag2qm3x6zhexrf.jpeg?q=70
831,Lenovo Yoga 6 Ryzen 7 Octa Core 5700U,79999,114690,,0,0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/l0tweq80/computer/z/y/b/yoga-6-13alc6-2-in-1-laptop-lenovo-original-imagcjdsuw9mjshq.jpeg?q=70
832,Lenovo Thinpad E15 G2 Core i5 11th Gen,89999,101525,,0,0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kyrlifk0/computer/m/q/m/thinkpad-e15-g2-laptop-lenovo-original-imagaxh6p2td7gzw.jpeg?q=70
833,DELL G15 Ryzen 5 Hexa Core 5600H,83490,108000,4.6,48 ,8 ,NVIDIA GEFORCE RTX 3050,"15.6 inches Full HD, 2-sided narrow bezel, 120Hz, 250 Nits",Game shift key for Turbo boost of power,https://rukminim2.flixcart.com/image/312/312/ku5ufm80/computer/x/4/j/g15-5515-gaming-laptop-dell-original-imag7chqvu3veeaz.jpeg?q=70
834,HP Spectre x360 14 Intel EVO Core i5 11th Gen,115990,155437,,0,0,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ksez24w0/computer/o/f/7/14-ea0538tu-thin-and-light-laptop-hp-original-imag5zdpveyq9hbh.jpeg?q=70
835,MSI Prestige 15 Core i7 10th Gen,113490,134990,4.3,139 ,30 ,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/k3orqfk0/computer/4/h/e/msi-na-original-imafmrauryhffrdd.jpeg?q=70
836,ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen,114990,140990,4.4,62 ,11 ,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ko0d6kw0/computer/m/w/t/na-thin-and-light-laptop-asus-original-imag2jtuf5fzvsy4.jpeg?q=70
